50,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,f,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,f,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,@,@,@,@,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,f,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,@,/,/,@,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,f,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,@,C,/,@,0,0,0,0,0,0,0,0,0,0,c,0,0,0,0,3,w,0,f,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,@,@,@,@,0,0,0,0,0,0,0,0,0,c,0,w,w,w,w,w,w,0,f,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,0,0,0,0,0,0,0,0,0,0,0,#,0,f,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,c,0,0,0,0,w,w,0,0,0,c,0,0,0,0,0,0,0,#,0,f,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,0,0,w,w,w,c,0,0,0,w,w,0,0,0,w,0,0,0,0,0,0,0,#,0,F,f,f,f,f,f,f,f,f,f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,w,0,0,0,0,0,0,c,0,0,w,w,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w,w,w,w,w,w,w,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,c,c,0,0,0,0,0,0,0,0,w,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w,w,w,w,w,w,w,w,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,c,c,0,0,0,0,0,0,0,0,w,0,0,0,w,w,w,0,0,0,0,0,0,w,w,w,w,w,w,w,w,w,w,w,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,!,0,0,0,0,0,0,0,0,@,@,@,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w,w,w,w,w,w,w,w
0,0,0,0,0,c,1,c,0,0,0,0,0,0,!,0,0,0,0,0,0,0,0,@,@,@,0,0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w,w,w,w,w,w,w,w
0,0,0,0,0,w,w,w,0,0,0,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
0,0,0,0,0,0,0,0,0,0,0,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
0,0,p,0,0,0,0,0,0,0,0,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
